y_exact,u_exact,y_r=0.25,u_r=0.25,y_r=0.50,u_r=0.50,y_r=0.65,u_r=0.65,y_r=0.70,u_r=0.70,y_r=0.80,u_r=0.80
-1.0,-2.507212903691845e-17,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-0.9933110367892977,0.0023644964666995334,-0.95,0.016619048179858695,-0.95,0.01661904816840976,-0.95,0.01668571599380846,-0.95,0.016596422424157733,-0.95,-1355648.4377023675
-0.9866220735785953,0.004684784577270167,-0.9,0.030960737995135375,-0.9,0.030960737973533,-0.9,0.031093244200219434,-0.9,0.03091714778614713,-0.9,2677717.622510578
-0.979933110367893,0.006961398084786774,-0.85,0.043244931010449704,-0.85,0.043244930981102124,-0.85,0.043441647293881086,-0.85,0.04317818810986535,-0.85,-3934310.2116605625
-0.9732441471571907,0.009194870503142862,-0.8,0.05368603140497031,-0.8,0.05368603137106307,-0.8,0.05394458968198532,-0.8,0.05360095833243012,-0.8,5096789.352802589
-0.9665551839464883,0.011385734987658288,-0.75,0.062490507594075526,-0.75,0.062490507559137855,-0.75,0.06280788397980834,-0.75,0.0623828851929543,-0.75,-6141154.494866974
-0.959866220735786,0.013534524215925388,-0.7,0.06985469637400395,-0.7,0.06985469634144593,-0.7,0.07022731480681489,-0.7,0.06973205693840459,-0.7,7049137.15527842
-0.9531772575250836,0.015641770268971303,-0.6499999999999999,0.07596295561965798,-0.6499999999999999,0.07596295559234949,-0.6499999999999999,0.07638680488391854,-0.6499999999999999,0.07581933926084938,-0.6499999999999999,-7808949.13276477
-0.9464882943143813,0.017708004512816313,-0.6,0.08098621048054935,-0.6,0.08098621046050138,-0.6,0.08145696782022087,-0.6,0.08083120737718581,-0.6,8415653.113901282
-0.939799331103679,0.019733757480505074,-0.55,0.08508091506641598,-0.55,0.0850809150546057,-0.55,0.08559406952844845,-0.55,0.08490720263599444,-0.55,-8871135.778045941
-0.9331103678929766,0.021719558754689575,-0.5,0.08838842850786709,-0.5,0.0883884285042218,-0.5,0.08893939758081583,-0.5,0.08820692611062207,-0.5,9183706.349202348
-0.9264214046822743,0.023665936850838912,-0.44999999999999996,0.09103478262369953,-0.44999999999999996,0.09103478262722944,-0.44999999999999996,0.09161901656152781,-0.44999999999999996,0.09083721301882713,-0.44999999999999996,-9367347.212586232
-0.919732441471572,0.02557341910115469,-0.3999999999999999,0.09313079957995123,-0.3999999999999999,0.09313079958899854,-0.3999999999999999,0.09374386892894875,-0.3999999999999999,0.0929287334775408,-0.3999999999999999,9440682.542945955
-0.9130434782608696,0.027442531539264504,-0.35,0.0947725028913126,-0.35,0.09477250290386963,-0.35,0.09541016604338506,-0.35,0.0945570866476208,-0.35,-9425723.118713103
-0.9063545150501673,0.02927379878577016,-0.29999999999999993,0.0960417544988934,-0.29999999999999993,0.09604175451293644,-0.29999999999999993,0.09670000346860418,-0.29999999999999993,0.09582468652577869,-0.29999999999999993,9346476.272660833
-0.8996655518394648,0.03106774393472334,-0.25,0.09700704466686184,-0.25,0.0970070446806504,-0.25,0.09768212861877332,-0.25,0.09677919410204687,-0.25,-9227489.701980973
-0.8929765886287625,0.032824888441100875,-0.19999999999999996,0.09772435992849188,-0.19999999999999996,0.0977243599407924,-0.19999999999999996,0.09841278719346758,-0.19999999999999996,0.09749724246263895,-0.19999999999999996,9092419.695975762
-0.8862876254180602,0.03454575200935202,-0.1499999999999999,0.09823805685917618,-0.1499999999999999,0.09823805686938407,-0.1499999999999999,0.09893657720993432,-0.1499999999999999,0.09800245682433954,-0.1499999999999999,-8962684.34452454
-0.8795986622073578,0.03623085248308638,-0.09999999999999998,0.09858167546030132,-0.09999999999999998,0.09858167546845133,-0.09999999999999998,0.09928724525232052,-0.09999999999999998,0.09834883534937523,-0.09999999999999998,8856278.062653298
-0.8729096989966555,0.037880705735972804,-0.04999999999999993,0.09877863472187,-0.04999999999999993,0.09877863472854141,-0.04999999999999993,0.0994883681355152,-0.04999999999999993,0.0985393402373737,-0.04999999999999993,-8786788.381087366
-0.8662207357859532,0.03949582556391552,0.0,0.09884276381404532,0.0,0.09884276382018131,0.0,0.09955387388488926,0.0,0.09860807151704729,0.0,8762669.296318736
-0.8595317725752508,0.04107672357857386,0.050000000000000044,0.09877863472187,0.050000000000000044,0.09877863472854141,0.050000000000000044,0.0994883681355152,0.050000000000000044,0.0985393402373737,0.050000000000000044,-8786788.38108737
-0.8528428093645485,0.04262390910229139,0.10000000000000009,0.09858167546030132,0.10000000000000009,0.09858167546845133,0.10000000000000009,0.09928724525232054,0.10000000000000009,0.09834883534937525,0.10000000000000009,8856278.062653298
-0.8461538461538461,0.04413788906449462,0.15000000000000013,0.09823805685917618,0.15000000000000013,0.09823805686938407,0.15000000000000013,0.09893657720993432,0.15000000000000013,0.09800245682433953,0.15000000000000013,-8962684.344524546
-0.8394648829431438,0.045619167899625425,0.20000000000000018,0.09772435992849188,0.20000000000000018,0.0977243599407924,0.20000000000000018,0.09841278719346759,0.20000000000000018,0.09749724246263895,0.20000000000000018,9092419.695975767
-0.8327759197324415,0.04706824744666474,0.25,0.09700704466686184,0.25,0.0970070446806504,0.25,0.09768212861877333,0.25,0.09677919410204687,0.25,-9227489.701980982
-0.8260869565217391,0.04848562685030691,0.30000000000000004,0.0960417544988934,0.30000000000000004,0.09604175451293644,0.30000000000000004,0.09670000346860419,0.30000000000000004,0.09582468652577868,0.30000000000000004,9346476.27266084
-0.8193979933110368,0.04987180246383872,0.3500000000000001,0.0947725028913126,0.3500000000000001,0.09477250290386963,0.3500000000000001,0.09541016604338508,0.3500000000000001,0.0945570866476208,0.3500000000000001,-9425723.118713113
-0.8127090301003345,0.05122726775377971,0.40000000000000013,0.09313079957995123,0.40000000000000013,0.09313079958899854,0.40000000000000013,0.09374386892894876,0.40000000000000013,0.0929287334775408,0.40000000000000013,9440682.542945964
-0.8060200668896321,0.0525525132063334,0.4500000000000002,0.09103478262369953,0.4500000000000002,0.09103478262722944,0.4500000000000002,0.09161901656152782,0.4500000000000002,0.09083721301882713,0.4500000000000002,-9367347.21258624
-0.7993311036789298,0.0538480262357015,0.5,0.08838842850786709,0.5,0.0883884285042218,0.5,0.08893939758081583,0.5,0.08820692611062207,0.5,9183706.349202357
-0.7926421404682275,0.055114291094307974,0.55,0.08508091506641598,0.55,0.0850809150546057,0.55,0.08559406952844846,0.55,0.08490720263599445,0.55,-8871135.778045949
