y_exact,u_exact,y_r=0.5,u_r=0.5,y_r=2.0,u_r=2.0,y_r=10.0,u_r=10.0,y_r=50.0,u_r=50.0
-1.0,-2.507212903691845e-17,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-0.9933110367892977,0.0023644964666995334,-0.95,0.016591261195856216,-0.95,0.016508066916420653,-0.95,0.016069397166136024,-0.95,0.016347838069014978
-0.9866220735785953,0.004684784577270167,-0.9,0.030906197660754368,-0.9,0.03074298601752339,-0.9,0.029884877286986758,-0.9,0.030522632899410256
-0.979933110367893,0.006961398084786774,-0.85,0.0431656375481436,-0.85,0.04292854453952757,-0.85,0.04168762424231805,-0.85,0.04280788038779374
-0.9732441471571907,0.009194870503142862,-0.8,0.053584823356525396,-0.8,0.05328252911090809,-0.8,0.051709487096882355,-0.8,0.0534492854839331
-0.9665551839464883,0.011385734987658288,-0.75,0.06237088329791762,-0.75,0.062014038748778894,-0.75,0.06016932770067588,-0.75,0.06265967628975114
-0.959866220735786,0.013534524215925388,-0.7,0.06972060007117487,-0.7,0.06932114713249254,-0.7,0.06727030563959319,-0.7,0.07062326062136419
-0.9531772575250836,0.015641770268971303,-0.6499999999999999,0.07581854534356003,-0.6499999999999999,0.07538898923990135,-0.6499999999999999,0.07319811642077244,-0.6499999999999999,0.07749931016540453
-0.9464882943143813,0.017708004512816313,-0.6,0.08083562535242211,-0.6,0.08038831776085732,-0.6,0.07812010316893389,-0.6,0.08342534591275297
-0.939799331103679,0.019733757480505074,-0.55,0.08492805835018276,-0.55,0.08447454379803569,-0.55,0.08218510697570708,-0.55,0.08851988857835645
-0.9331103678929766,0.021719558754689575,-0.5,0.08823678006202533,-0.5,0.08778724698767083,-0.5,0.0855238979488884,-0.5,0.09288482901552707
-0.9264214046822743,0.023665936850838912,-0.44999999999999996,0.09088725067264017,-0.44999999999999996,0.09045011461766715,-0.44999999999999996,0.08825002830275366,-0.44999999999999996,0.09660746603300824
-0.919732441471572,0.02557341910115469,-0.3999999999999999,0.09298961754541958,-0.3999999999999999,0.09257124919999807,-0.3999999999999999,0.09046096196392005,-0.3999999999999999,0.09976225237114957
-0.9130434782608696,0.027442531539264504,-0.35,0.09463917291143474,-0.35,0.094243770106816,-0.35,0.09223935548505087,-0.35,0.10241228375671389
-0.9063545150501673,0.02927379878577016,-0.29999999999999993,0.09591703567805762,-0.29999999999999993,0.09554662740147223,-0.29999999999999993,0.09365438784682084,-0.29999999999999993,0.10461056081741249
-0.8996655518394648,0.03106774393472334,-0.25,0.0968909813739465,-0.25,0.096545544368585,-0.25,0.0947630589367003,-0.25,0.10640104909445935
-0.8929765886287625,0.032824888441100875,-0.19999999999999996,0.0976163437587144,-0.19999999999999996,0.09729400852646204,-0.19999999999999996,0.095611396361407,-0.19999999999999996,0.10781955835339539
-0.8862876254180602,0.03454575200935202,-0.1499999999999999,0.09813691519262852,-0.1499999999999999,0.09783423792658327,-0.1499999999999999,0.0962355269487472,-0.1499999999999999,0.10889445877939934
-0.8795986622073578,0.03623085248308638,-0.09999999999999998,0.09848577973596655,-0.09999999999999998,0.09819805911928463,-0.09999999999999998,0.09666258262329681,-0.09999999999999998,0.10964724838099127
-0.8729096989966555,0.037880705735972804,-0.04999999999999993,0.09868602233883843,-0.04999999999999993,0.09840764423316217,-0.04999999999999993,0.09691142049608957,-0.04999999999999993,0.110092982950203
