y,u_num_t0.0100,u_num_t0.0500,u_num_t0.1000,u_num_t0.2000,u_num_t0.5000,u_num_t1.0000
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.95,0.004548431872,0.011436431912323583,0.016641297539869558,0.023990609757056094,0.036970129768585644,0.04532261563839994
-0.9,0.0072675911680000005,0.020684960243985074,0.03100441847160746,0.045636376592693685,0.0715128894222628,0.08816636224115307
-0.85,0.008756937728000003,0.028050151448384637,0.04330845792972729,0.06509136236391778,0.10370046088919632,0.1285522404931882
-0.8,0.009495012352000003,0.033822046776256116,0.053767152964675616,0.08250745290939988,0.13360413295486945,0.16650099132380153
-0.75,0.009820595200000004,0.038270174382152286,0.06258644347512637,0.09803330558763763,0.1612938616010699,0.20203296803192844
-0.7,0.009945998336000003,0.041638927074805224,0.06996230451684518,0.11181333805766178,0.1868378385881167,0.2351680108012858
-0.6499999999999999,0.009986827264000003,0.04414451533485346,0.0760789142217072,0.12398676977214265,0.21030207094656625,0.26592532437904065
-0.6,0.009997640704000004,0.045973544418286105,0.08110720178277292,0.13468672585458874,0.23174997397557978,0.29432335967215706
-0.55,0.009999737856000003,0.047283113868287444,0.08520379828355476,0.1440394109670017,0.25124198025981415,0.320379699991419
-0.5,0.010000000000000004,0.04820221627757813,0.0885103911335256,0.15216335854813226,0.26883516711574673,0.3441109526444729
-0.44999999999999996,0.010000000000000004,0.04883413180417576,0.091153462003665,0.15916875852877677,0.28458290476251114,0.3655326465462544
-0.3999999999999999,0.010000000000000004,0.049259480023210095,0.09324436972106565,0.1651568644236297,0.29853452738243874,0.38465913647806527
-0.35,0.010000000000000004,0.04953959800617089,0.09487972457300495,0.17021947866788198,0.3107350290934856,0.4015035145855754
-0.29999999999999993,0.010000000000000004,0.049719954119219284,0.0961419895360959,0.17443851330849014,0.32122478670056853,0.4160775296613932
-0.25,0.010000000000000004,0.049833368727619023,0.09710023737832314,0.17788562175566905,0.33003931092657235,0.4283915147098545
-0.19999999999999996,0.010000000000000004,0.04990288294250815,0.09781099034878385,0.18062189630960893,0.3372090276475196,0.4384543232406173
-0.1499999999999999,0.010000000000000004,0.04994418345205716,0.0983190709733724,0.1826976256365991,0.34275909047123443,0.4462732746838328
-0.09999999999999998,0.010000000000000004,0.049967547016568276,0.09865839782670066,0.18415210628780515,0.34670922580593544,0.45185410926342723
-0.04999999999999993,0.010000000000000004,0.04997930760132174,0.09885266845554022,0.18501350271692701,0.34907361136573,0.4552009526067131
0.0,0.010000000000000004,0.04998287100154335,0.09891588225688283,0.1852987510188805,0.34986078885513805,0.4563162903085274
0.050000000000000044,0.010000000000000004,0.049979307601321736,0.09885266845554022,0.18501350271692696,0.34907361136573,0.4552009526067131
0.10000000000000009,0.010000000000000004,0.049967547016568276,0.09865839782670065,0.18415210628780515,0.34670922580593533,0.4518541092634272
0.15000000000000013,0.010000000000000004,0.04994418345205715,0.09831907097337239,0.18269762563659908,0.3427590904712344,0.4462732746838328
0.20000000000000018,0.010000000000000004,0.04990288294250815,0.09781099034878384,0.1806218963096089,0.3372090276475195,0.4384543232406172
0.25,0.010000000000000004,0.04983336872761904,0.09710023737832313,0.17788562175566902,0.3300393109265723,0.42839151470985437
0.30000000000000004,0.010000000000000004,0.04971995411921929,0.09614198953609589,0.17443851330849008,0.3212247867005685,0.4160775296613931
0.3500000000000001,0.010000000000000004,0.04953959800617089,0.09487972457300492,0.17021947866788195,0.3107350290934856,0.4015035145855753
0.40000000000000013,0.010000000000000004,0.049259480023210095,0.09324436972106563,0.1651568644236297,0.29853452738243874,0.38465913647806516
0.4500000000000002,0.010000000000000004,0.04883413180417577,0.09115346200366499,0.15916875852877677,0.28458290476251114,0.3655326465462543
0.5,0.010000000000000004,0.04820221627757815,0.08851039113352557,0.15216335854813226,0.26883516711574673,0.34411095264447283
0.55,0.009999737856000003,0.04728311386828746,0.08520379828355476,0.14403941096700174,0.25124198025981415,0.3203796999914189
0.6000000000000001,0.009997640704000004,0.04597354441828611,0.08110720178277292,0.13468672585458877,0.23174997397557978,0.29432335967215695
0.6500000000000001,0.009986827264000004,0.04414451533485347,0.07607891422170722,0.12398676977214268,0.21030207094656622,0.2659253243790406
0.7000000000000002,0.009945998336000003,0.04163892707480524,0.06996230451684518,0.11181333805766182,0.1868378385881167,0.23516801080128574
0.75,0.009820595200000004,0.038270174382152286,0.06258644347512637,0.09803330558763768,0.1612938616010699,0.20203296803192844
0.8,0.009495012352000003,0.03382204677625612,0.053767152964675616,0.0825074529093999,0.13360413295486945,0.16650099132380153
0.8500000000000001,0.008756937728000003,0.02805015144838464,0.04330845792972729,0.0650913623639178,0.10370046088919632,0.1285522404931882
0.9000000000000001,0.007267591168000001,0.020684960243985074,0.031004418471607457,0.04563637659269369,0.0715128894222628,0.08816636224115308
0.9500000000000002,0.004548431872,0.011436431912323583,0.016641297539869558,0.023990609757056098,0.03697012976858564,0.04532261563839994
1.0,0.0,0.0,0.0,0.0,0.0,0.0
